vin,craigslist_id,used_cars_id
1FTEW1EBXJKC27402,7308561148,277841146
1FTEW1EF9GKD37403,7314351091,281032432
1FTEW1EF9HFC37778,7309968049,280768759
1FTEW1EG0JFB31248,7316811594,278957905
1FTEW1EG0JFC67072,7304190533,280130568
1FTEW1EG2HKC24225,7310859702,281315238
1FTEW1EG2JFA98396,7313261510,273373134
1FTEW1EG3JFB43703,7314556754,280122192
1FTEW1EG4HKD23726,7316358855,277614247
1FTEW1EG5HFC88221,7313918810,279575194
1FTEW1EG7JFB07478,7311771086,276627818
1FTEW1EG7JFC62404,7309757434,277395554
1FTEW1EG8FKD58119,7315334282,278297757
1FTEW1EG8JFC73024,7316850552,280075928
1FTEW1EG8JFC99087,7306890306,278412679
1FTEW1EG9GFB00475,7307301740,281756488
1FTEW1EG9JFB95420,7304108299,278568097
1FTEW1EGXGKD64649,7314007197,279630554
1FTEW1EGXJFA25776,7302405535,266583097
1FTEW1EP0JFD83808,7316163057,279999528
1FTEW1EP1JFC87668,7315717554,278184911
1FTEW1EP1JKE44347,7306410589,277870725
1FTEW1EP1LFC48324,7313875610,277785543
1FTEW1EP2KKC62500,7305618225,281489351
1FTEW1EP4HFA22463,7307428536,277264232
1FTEW1EP4JFD11851,7301995205,277916266
1FTEW1EP4JKE28921,7313061906,277870722
1FTEW1EP4KFC61583,7316697300,277468092
1FTEW1EP5JFA92978,7310773625,279445207
1FTEW1EP5JFC14903,7310038809,277870723
1FTEW1EP5JKC88278,7313778350,280769221
1FTEW1EP6JKD59598,7303068095,262250329
1FTEW1EP6JKF76486,7310048819,277870719
1FTEW1EP7HKD52315,7309760071,280316883
1FTEW1EP7KFA98086,7309801179,281170478
1FTEW1EP7KKE26940,7316694620,279998344
1FTEW1EP9FFA56606,7315746559,278257293
1FTEW1EP9LKD32026,7304635717,261384325
1FTEW1EPXHKD39364,7303381334,277264237
1FTEW1EPXHKD39476,7306390215,277264229
1FTEX15Y5SKA75872,7303296707,279120466
1FTEX1CB7JFA57282,7313778382,278242973
1FTEX1CG6JKE52265,7305599431,280720331
1FTEX1CM3DKF10942,7310628355,281070658
1FTEX1E81AFD37622,7313241112,205606456
1FTEX1EP5HFC31840,7311571368,279294475
1FTEX1EP6GFA27675,7304700147,280403374
1FTEX1EP8JFA28821,7313845851,280661150
1FTEX1EVXAFB58694,7316444144,281883371
1FTFW1CT5DFA31381,7311745286,281765075
1FTFW1CT6DKG39224,7315013349,280262194
1FTFW1CV0AFB20305,7308152735,258743179
1FTFW1E50JFD18573,7305678148,280569058
1FTFW1E56JFC35150,7308280314,280138772
1FTFW1EF1DFC44948,7312937709,281374211
1FTFW1EF7DKE19923,7316335982,279041583
1FTFW1EF8HKC50291,7310075140,281528759
1FTFW1EG2FKD19563,7301679386,280932729
1FTFW1EG3HFC68022,7302590217,279911995
1FTFW1EG4JKD26376,7313450219,280481580
1FTFW1EG5FKD09075,7305573975,280533112
1FTFW1EG5JKC75051,7309394238,280733513
1FTFW1EG8JFC04273,7302405572,275573480
1FTFW1EGXGFA01765,7304572221,275128986
1FTFW1ET0CFA22034,7316257070,281303971
1FTFW1ET0DFB39713,7303271584,280532265
1FTFW1ET0EFB99783,7311844658,278459548
1FTFW1ET1DFC23927,7310867871,280946505
1FTFW1ET3DFD59427,7306241920,272666910
1FTFW1ET3DKD72461,7307927850,279636415
1FTFW1ET4EKF63579,7315719348,266298347
1FTFW1ET5DKG21729,7311446125,275180932
1FTFW1ET6DKD16272,7313911397,278495077
1FTFW1ET7EFB33456,7314690879,281050541
1FTFW1ET8CFB09387,7314323156,281357577
1FTFW1ET9CFB19166,7306571574,249823931
1FTFW1ETXDKE50718,7316107194,266665803
1FTFW1EV8AFC38826,7301987554,274055425
1FTFW1R61CFA64751,7315748808,280120169
1FTFW1R63EFB82089,7311514760,281001232
1FTFW1RG1JFC28845,7315882558,275538358
1FTFW1RG4KFA39642,7313645943,272756338
1FTFX1E42LFC15016,7316447586,277314273
1FTFX1E44LKE02815,7308161986,277783828
1FTFX1EF1CKE24224,7313003269,258618871
1FTFX1EFXGFA53370,7316250511,281434146
1FTFX1EG2JKC62108,7314392706,279941764
1FTFX1ET1EKF60328,7313017174,281009182
1FTJX35G3NKB84210,7315932722,278243188
1FTNE1EWXBDA25493,7316355252,277658088
1FTNE24242HB57503,7302787893,281384181
1FTNF20588ED94969,7315740136,276504507
1FTNF21L3XEB25340,7313253900,271494609
1FTNX20S22EB27921,7310964526,244147252
1FTPX14VX7FB60030,7311835068,271137662
1FTPX14VX8FB89853,7315570321,278768228
1FTRF12287NA85872,7311839134,274491738
1FTRF12W49KC07327,7303219919,281440352
1FTRF17WXYNB71634,7308935154,274354274
1FTRW12849FB43283,7302871021,279525075
1FTRX12W29FA07374,7303469596,277470089
1FTRX12W34NA80302,7308161596,279302215
1FTSE34S02HA99866,7311499313,281654220
1FTSF31PX4EC99428,7314972566,266572031
1FTSS34L53HB87864,7302401753,259403502
1FTSW21P87EA88601,7316971949,248027118
1FTSW2BR3AEA15272,7312715347,281072486
1FTSW31FX3EA14524,7310104778,271355232
1FTSX21588EA04371,7314752173,276558035
1FTSX21599EA44105,7316788165,274837602
1FTSX21P45EA38482,7304610218,104800947
1FTVF12564NC14762,7314861165,261582541
1FTWF31P36EA86714,7311480610,251187022
1FTWW33P27EB03839,7304897940,277268640
1FTWX31R28EC38113,7313241174,211102336
1FTWX31R88EA92817,7313741208,274124627
1FTYE9ZM6JKA22735,7314273008,280723047
1FTYR15E24PB54550,7314592581,280886485
1FTZX18W6WKB60110,7316784659,279729235
1G1105S32HU192835,7315329735,279635034
1G1105S36KU122116,7303429642,230662571
1G1115SL7EU102670,7301662117,277669329
1G1125S33FU125846,7309274998,278009186
1G11B5SA8DF141573,7316251679,251669854
1G11B5SL5EF181712,7314718360,278187378
1G11C5SL8FF320519,7312009517,273107935
1G11D5RR2DF121695,7304182344,281735480
1G11E5SXXFF219396,7316218018,275301867
1G1AK58F087257899,7316280208,266122318
1G1AP8771CL133573,7316553786,275283101
1G1AT58H697249189,7307945123,266672115
1G1BC5SM7H7187956,7316699863,277808038
1G1BE5SM0J7108417,7313425999,279473330
1G1BE5SM1G7298205,7314922252,278814697
1G1BE5SM2J7110170,7307704083,278959264
1G1BE5SM3J7163329,7309345493,236449572
1G1BE5SM5G7303650,7315421462,279254875
1G1BE5SM5J7114181,7310560448,276078261
1G1BE5SM5K7133864,7310934487,273500508
1G1BE5SM6H7240043,7316780218,277394198
1G1BE5SM6H7276847,7316839793,278971548
1G1BE5SM7K7133753,7302963281,249052919
1G1BE5SM8K7129355,7315475492,279167179
1G1BE5SM9J7231195,7311601820,280734819
1G1BF5SM2H7263820,7314862931,278850246
1G1BJ5SMXK7106347,7316882377,271797760
1G1FB1RS2K0159208,7302256027,247964200
1G1FB1RX7K0117032,7316298724,279939100
1G1FF1R71H0162013,7316707859,275915064
1G1FH3D70L0142146,7311848298,275869057
1G1FH3D73K0112945,7303071362,221296561
1G1FW6S01H4165514,7307953898,279662886
1G1FW6S01L4122493,7316515131,273756865
1G1FW6S09H4134544,7311954357,270970773
1G1FX6S01H4131747,7316398055,268998899
1G1FX6S07H4183996,7314926107,280444077
1G1FY6S03L4111859,7316779486,277385203
1G1FY6S05L4129196,7307344389,277385206
1G1JA5SH0C4200125,7311175816,274133110
1G1JB5SH3H4146632,7315295522,276541943
1G1JC52FX37348998,7310263185,275947576
1G1JC5SGXF4193352,7309414012,240388447
1G1JC6SG0F4112896,7315402938,279049974
1G1JC6SH3F4167562,7315069027,278206739
1G1JE6SB5E4200744,7304478683,281731952
1G1PA5SG2E7293054,7313357407,280910266
1G1PA5SG3E7233929,7314069304,274506628
1G1PA5SH6D7312339,7310044234,281527818
1G1PA5SH7F7294727,7313003153,258618705
1G1PC5SB0E7302901,7313434669,278838240
1G1PC5SB4D7199805,7309480604,279748851
1G1PC5SB5F7217764,7314919707,280501715
1G1PC5SB6D7223599,7303851601,277790095
1G1PC5SB6E7106543,7307669106,279748984
1G1PC5SB8F7196974,7316408888,277530338
1G1PC5SBXE7464891,7308777907,280324698
1G1PC5SBXF7128174,7316972566,270770533
1G1PC5SG0G7217653,7315918361,278351456
1G1PD5SB0E7256774,7316158609,279901918
1G1PD5SHXC7347701,7307441118,277383020
1G1PE5SBXD7179486,7313247996,278495973
1G1PF5S90B7293309,7315402958,280494378
1G1PF5SB7G7109980,7313281633,279317874
1G1PF5SC5C7248153,7315111902,281052846
1G1PG5SB1F7279330,7316395211,277848968
1G1PG5SB1G7106666,7302000759,279100066
1G1PG5SB2F7265646,7305627450,278009723
1G1PG5SB3F7280222,7310911108,271557563
1G1PG5SB8E7111280,7315237158,206166289
1G1PH5S90B7262085,7311976993,278472016
1G1PH5SC0C7297089,7316938685,278832492
1G1PJ5S95B7300365,7315080253,281538651
1G1RA6E47CU120290,7311705478,278892732
1G1RA6E48DU130912,7315474147,280573488
1G1RA6S50HU162160,7312377414,276676961
1G1RC6S55HU146370,7314568341,263735985
1G1RC6S5XHU207602,7307575875,277360939
1G1RD6S55GU122971,7316559395,281764075
1G1RF6E41DU146788,7315886542,263663553
1G1RF6E4XEU162781,7314578674,203849454
1G1YY24U055104799,7307291470,247931954
1G1YY24U355125372,7307442374,274930639
1G1YY24U555113854,7307441972,277140937
1G1YY25U865129286,7307441588,278279133
1G1YY33P3N5107892,7312992965,268062219
1G1YY36U775130855,7307880212,278117790
1G1YY36W385134209,7311207473,278832945
1G1YY36W885125537,7315580747,279612460
1G1ZB5E01CF370181,7311268001,279534030
1G1ZB5E15BF196431,7316821453,278726694
1G1ZB5EB8A4127431,7314258346,279968382
1G1ZB5ST0KF221385,7316313994,280831746
1G1ZB5ST1JF149000,7310929634,281547678
1G1ZB5ST6HF223215,7306838776,279217448
1G1ZB5ST6LF152056,7315726980,281000900
1G1ZB5ST7LF140255,7316543284,278144676
1G1ZB5STXHF118645,7307697417,280385217
1G1ZC5E00CF279853,7315095492,275570590
1G1ZC5E09CF303373,7310266059,279524370
1G1ZC5E12BF374163,7303130236,276429380
1G1ZC5E15BF299541,7301989122,279985142
1G1ZC5E16BF272817,7315329748,278621460
1G1ZC5E17BF363689,7315571655,245826683
1G1ZC5EU9BF364112,7309765425,281655310
1G1ZD5E07CF203737,7312389067,278415735
1G1ZD5ST0JF178076,7304361580,279794803
1G1ZD5ST0JF189207,7309798972,274695430
1G1ZD5ST2LF001449,7315295212,266564781
1G1ZD5ST2LF002620,7314554906,279004711
1G1ZD5ST8JF244597,7314897159,279042135
1G1ZD5ST8KF111159,7311587521,274844752
1G1ZD5ST8LF001651,7316671994,280596244
1G1ZD5ST9JF114537,7314160417,281095970
1G1ZD5STXJF152682,7314897044,278306959
1G1ZE5E14BF393890,7314933986,262455564
1G1ZE5ST5HF149518,7315441447,278010540
1G1ZE5ST5HF197021,7311240722,276299860
1G1ZE5ST6HF111361,7303843374,280936430
1G1ZE5ST8HF121809,7310620000,280865946
1G1ZE5ST9HF104212,7302014812,278074408
1G1ZE5STXHF156481,7315053781,278769542
1G1ZE5STXHF158182,7315890894,281208822
1G1ZG5STXLF063642,7313999559,259808983
1G1ZH5SX9HF152674,7312754704,244502954
1G1ZT53F76F143411,7311329060,275608357
1G1ZT54865F203466,7315544426,279862402
1G1ZT68N77F106026,7304377766,278495089
1G2WK52J51F260632,7310434787,279846299
1G2ZG57N584179467,7307127718,276398915
1G2ZH17N984136577,7304314224,279005444
1G4GA5ED8BF337127,7312858273,205361697
1G4GA5G34FF203886,7303295402,279749746
1G4GB5EG0AF121052,7316285837,258741456
1G4GB5G31EF235139,7310658668,279755564
1G4GC5ER3CF170862,7304803002,281092711
1G4GF5G36GF186284,7316652446,255248115
1G4HC5EM7BU122767,7306235567,280278208
1G4HK5ES3BU120807,7313878180,260237004
1G4HR54K01U222626,7303679402,267803716
1G4HR54K41U193115,7316475637,279868141
1G4HR54K43U242252,7316475999,278623262
1G4HR57Y06U158384,7307181362,279494843
1G4PP5SK6C4216434,7313110136,276497419
1G4PP5SKXG4113913,7304764303,279158819
1G4PR5SK1E4213888,7316352374,280653359
1G4PR5SK2E4244356,7310968762,281018110
1G4PR5SK3F4161441,7311491214,267552288
1G4PR5SK3G4110037,7314942957,264146249
1G4PR5SK4F4176045,7316451683,275689060
1G4PR5SK9G4148307,7312009673,273619894
1G4PR5SK9H4112876,7313413664,267206815
1G4ZR5SZ4JU129421,7316161081,278366516
1G6AA5RA8E0187573,7310291221,278335074
1G6AA5RX2G0198057,7311824631,280740561
1G6AB5RX5G0120496,7308279236,280316497
1G6AH1RX6H0149904,7309671559,276138595
1G6AH5RX9H0213814,7302529468,281187135
1G6AS698XEE810095,7307626702,275311943
1G6AX5SX7E0142833,7308000643,278537594
1G6DA5RK6L0138925,7302549349,274182850
1G6DC1E31D0151441,7310850345,281599012
1G6DM5RK2L0145717,7303249672,280250766
1G6DT57V590128046,7303826116,273770635
1G6DT5RKXL0129378,7303562417,277678748
1G6EL1150JU617814,7302207410,279271748
1G6KD5RS0JU102717,7314685901,277228597
1G8JW84R23Y525717,7316290975,273049786
1G8ZS57B69F115213,7316890343,276959341
1G8ZS57N07F259900,7309274583,276916782
1G8ZY12781Z108065,7315578760,279505614
1GAZGPFG1K1262809,7310063261,280021756
1GAZGPFG6H1199893,7303179471,254646698
1GB1CUEG4JF279965,7314579933,276311528
1GB1CUEG6JF284309,7306762801,276905554
1GB1CUEGXJF279825,7306781288,277425461
1GB3CYCG6FF170952,7313861714,277303518
1GB3CZCG6DF172929,7303852802,280887371
1GB3G6CL9E1178948,7315590826,276816731
1GB3GTCGXH1118909,7315253038,239596192
1GB3KYE86FZ123198,7304361963,280116466
1GB3KZCG8DF192182,7312961713,265361437
1GBHK74K89E133904,7303885475,276010731
1GBJC34U66E140144,7309329792,280367856
1GBJG31K581105399,7307379981,279936804
1GBJK34D46E190141,7310768056,277242964
1GBJK34U43E361918,7311689449,276161074
1GBZG1FA3D1187750,7310254958,281003102
1GC1CWE83FF132978,7304412166,278743728
1GC1KWE82FF549012,7309519141,278867642
1GC1KWEG7FF175357,7313777106,280361631
1GC1KXCG9EF125552,7311149151,278035907
1GC1KXCGXBF128455,7313763304,265512039
1GC1KXEG3DF214013,7303837258,273693965
1GC1KYE81CF150602,7314072685,280973535
1GC1KYE82BF113766,7311445942,267073280
1GC4K0E89FF630728,7307516539,247212868
1GC4YTE74LF100055,7313046644,279721775
1GC4YVEY1LF321388,7314318165,280790152
1GC5YTEY1LF103539,7308919995,279248076
1GCDC14K9LZ200675,7304698601,277060347
1GCEC14H5NE140199,7306134861,260234621
1GCEC19T07Z138885,7305602011,278397044
1GCEC19X88Z246997,7310550164,276380464
1GCEK19B46Z198547,7308777284,279435114
1GCEK19TX4Z137273,7309275955,238600051
1GCEK19Z46Z182748,7314317627,280965823
1GCEK19Z95Z178841,7308378619,274234138
1GCEK29J39Z251689,7316476033,268331138
1GCEK29J59Z149682,7316107300,280078992
1GCEK29J69Z170525,7316114177,275904069
1GCESCF98B8119913,7314284240,271275621
1GCFG15X761275711,7314573031,270928093
1GCFG15X961273331,7314046197,270928094
1GCGG25C991155291,7311451628,257660833
1GCGG25V961185971,7303851792,249570639
1GCGSBEN0M1127985,7313158158,281722257
1GCGSDE14K1277622,7316708262,278061872
1GCGTDE36G1180153,7314629884,279678495
1GCGTDEN0M1108765,7313999592,279023480
1GCGTEEN0J1218684,7315066621,280896635
1GCHC23U84F152471,7315860417,278832489
1GCHK23658F188029,7303679350,260324395
1GCHK23668F132696,7316717038,273018446
1GCHK23K18F172178,7310776033,279528013
1GCHSAEA6F1186019,7314819986,277969459
1GCHSBEA7G1373633,7302068336,278481856
1GCHTBEA2J1187809,7304283676,280595676
1GCJK39121E291195,7311261529,219045100
1GCJTBF96C8161715,7311261631,254335905
1GCNCNEH8GZ218363,7314302823,280146599
1GCPKSE72CF155757,7316374856,277360453
1GCPTCE19H1329990,7304309103,276008714
1GCPTDE15H1325988,7316965039,280893119
1GCPWCED0LZ125672,7303004379,272962725
1GCPYCEF1KZ245894,7302078142,278408457
1GCPYDEK6KZ356704,7313356372,276987207
1GCPYFED0LZ372427,7314956494,281725794
1GCPYFEL8LZ334905,7308482362,279791577
1GCRCREH1EZ104470,7312694582,281472399
1GCRWAEHXLZ350522,7308358038,279922040
1GCRYDED7LZ112992,7309900216,279808429
1GCRYDED7LZ357145,7315557988,280144568
1GCSGAFX7B1135858,7313279727,279677064
1GCSGAFX7E1102427,7316852952,258618832
1GCSKPE33AZ169585,7316475606,271549869
1GCUHAD41A1173597,7304807217,271380596
1GCUKREC3HF240493,7315474352,277852926
1GCUYDED0KZ215521,7316794097,270758616
1GCUYDED0LZ159002,7311482132,267296284
1GCUYDED1LZ126607,7316781521,278514850
1GCUYDED3LZ159477,7313874877,267991575
1GCUYDED5LZ169959,7316229416,280454056
1GCVKPEC2GZ421011,7309569740,281179256
1GCVKREC2JZ333286,7314038690,280221828
1GCVKREC3EZ396466,7307974752,281504895
1GCVKREC4FZ340859,7316515005,279928865
1GCVKREC5EZ106180,7315049236,280531076
1GCVKREC6JZ211286,7307704089,275270813
1GCVKREH4HZ279656,7316919269,281439123
1GCVKSE21DZ380201,7309408451,279846188
1GCVKSEJ0HZ284993,7302372586,280086728
1GCWGFFA8B1132641,7316532592,279345769
1GD37SCG3K1365522,7315536225,262564613
1GDHC24215E263153,7311058616,281385244
1GDJK346X7E599075,7313741327,261255823
1GDS7DC40E1163254,7310117190,266050262
1GJZ71FGXB1118446,7306999894,278165683
1GJZ7PFG7J1178623,7311363131,281073697
1GKDS13S882122298,7315048318,276444416
1GKEL19W7XB500718,7313575633,280468739
1GKET16P246187322,7312160963,280177707
1GKET16S046118228,7316314009,277576490
1GKET16S666107592,7316312385,279054987
1GKEV23748J182100,7314692741,213604970
1GKFC13J67R146537,7315013025,281132700
1GKGK26N9PJ723443,7308312108,279932816
1GKKNMLA6KZ100354,7312290868,210741421
1GKKNMLS2KZ188070,7306621924,276636491
1GKKNTLS0HZ157774,7312780585,253987712
1GKKNULS9KZ245686,7305111536,273842471
1GKKNWLS9HZ319886,7306700968,278888404
1GKKNXLS8HZ311610,7307664347,280412234
1GKKRPKD5EJ151039,7302529755,184881997
1GKKRRKD1FJ131593,7316318809,279746982
1GKKRSKD4HJ217216,7306238506,277307139
1GKKVRED1CJ243460,7315222163,267952993
1GKKVRKD3GJ134587,7312937845,276301045
1GKKVTED0BJ219243,7307286893,252841948
1GKKVTEDXBJ209822,7315118206,276430282
1GKKVTKD9GJ213162,7315273480,271887498
1GKLVLED3AJ189092,7314252299,205683655
1GKS1CKJ7FR590025,7306385798,279669995
1GKS2AKC2HR194526,7314766596,277266364
1GKS2BKC0GR470884,7314954361,269874242
1GKS2CKJ6GR116338,7314775302,279045891
1GKS2EEF7ER139868,7315860247,281758573
1GKS2HKC6FR137445,7306441016,272800236
1GKS8BF49D1167646,7304804156,281349873
1GKW2NEG5CR285600,7302207279,278354689
1GMDU06L0ST246129,7314924798,280017855
1GNALFEK3DZ106461,7313845823,280661156
1GNDT13S232390904,7316276818,274777331
1GNDT13S672284381,7316312919,273603908
1GNDT13WXY2258595,7316339105,272210926
1GNEK13R9VJ362403,7304611318,275759594
1GNEK13Z53J270346,7310250638,280171977
1GNERFKW7LJ109514,7309307858,279358750
1GNEVHKW6LJ196703,7316497552,278726908
1GNEVKKWXKJ277067,7315556618,253948227
1GNFK16367J171228,7315376304,267841556
1GNFLCEK7DZ102630,7314534632,269165354
1GNKRFED5FJ204297,7310865266,245495458
1GNKRGKD3GJ219196,7315266446,276433986
1GNKRGKD8HJ210723,7303085764,278169469
1GNKRGKD9EJ323897,7315103896,281765048
1GNKRHKDXHJ153012,7315009739,267651836
1GNKVFED6GJ125542,7311422637,278400339
1GNKVFED6GJ181853,7309273945,261904714
1GNKVFKD8GJ333779,7306618334,275978296
1GNKVGED7CJ162843,7311431192,281331260
1GNKVGED9BJ133276,7316337915,277829122
1GNKVGKD3HJ219373,7313605141,279665223
1GNKVGKD3HJ284367,7303867071,273932100
1GNKVGKD7GJ179443,7305117834,279597564
1GNKVGKD7HJ114271,7314438190,275602990
1GNKVHKD9GJ166389,7307193919,274162117
1GNKVHKDXGJ125284,7311404641,278924491
1GNKVJKD0HJ171098,7302573756,280462681
1GNLRFED9AS108194,7306734933,275821724
1GNLVFED7AJ244535,7313252783,280083205
1GNLVFED9AS118526,7311838769,277537444
1GNSCBKC4HR350796,7315717655,278636641
1GNSCCKC8FR513355,7309763394,279798561
1GNSKAKC4GR456483,7310831857,281520190
1GNSKBE06DR216824,7301853779,274242788
1GNSKBE09DR352364,7316216922,262559125
1GNSKBKC2KR385637,7316058029,279184896
1GNSKBKC5GR115812,7303130525,278648715
1GNSKBKC6KR391490,7310111311,281621263
1GNSKBKC7LR202993,7314005297,259810143
1GNSKBKC9HR381495,7316787711,281766392
1GNSKCE07BR258146,7315029295,281518636
1GNSKCKC1HR286676,7304447710,274089296
1GNSKCKCXKR211630,7303215238,279344146
1GNSKCKJ4KR198601,7307315071,278071072
1GNSKCKJ6JR186626,7314392655,281741344
1GNSKHKC1LR113181,7314385240,278112882
1GNSKJE72CR326095,7301889887,280697654
1GNSKJE74CR185451,7311306600,269035014
1GNSKJKC0LR132330,7314005172,253948368
1GNSKJKC1FR237253,7311982175,277525112
1GNSKJKC3FR151054,7313910435,281621217
1GNUCJE07AR271200,7311908604,248000176
1GNUKBE02AR172471,7311261664,263101927
1GT121C8XBF230800,7307942028,247708582
1GT125E80CF162965,7314605302,280804988
1GT12REY6KF177301,7302021472,280598881
1GT12TEY3JF231410,7309908782,273524770
1GT22ZCG0BZ409579,7306221012,279272640
1GT424E88FF525010,7311309188,276570708
1GT42YE81GF196241,7307659179,280184542
1GT49LE7XLF317042,7309197673,280073255
1GT49WEY7LF298010,7315972858,277968679
1GTEK19T33E176874,7315607138,279847060
1GTFH154991180493,7304806293,266209353
1GTG6DE30G1378718,7305159818,276632206
1GTHG39K391184023,7313048615,278442659
1GTHK23245F940148,7305433990,271647215
1GTR2VE78CZ229451,7316125087,279188247
1GTR2WE75DZ172987,7315247168,276294082
1GTSKWE30AZ150597,7313741275,159508753
1GTU9FEL0KZ136270,7312058685,276932807
1GTV2LEC0HZ387788,7307745781,275347364
1GTV2LEC4HZ104518,7303255512,280490817
1GTV2LEH1HZ162632,7315342397,279645735
1GTV2MEC3GZ297605,7304651927,280533106
1GTV2MEC4HZ221117,7314987381,280720835
1GTV2NEJ3HZ285458,7313336409,277217092
1GTV2UEC3FZ273688,7313325383,281387178
1GTW7FCA0C1140898,7316702095,199765800
1GTW7FCA2E1180709,7316237982,276700644
1GYEC63887R362403,7306706065,280322113
1GYFK63808R114543,7315276678,279843753
1GYFK63828R162545,7311261431,280208467
1GYFK668X7R229225,7311654188,197782954
1GYFZDR41LF023943,7306630058,281035152
1GYFZDR46LF036381,7316411197,273870310
1GYFZER48KF126751,7316282453,280742147
1GYFZFR42KF111524,7316277792,274838100
1GYFZFR4XLF041238,7311770021,278419912
1GYKNBRS7HZ298333,7315722689,278722169
1GYKNDRS4KZ228291,7315488576,253948403
1GYKNDRS9HZ227260,7313354975,278570603
1GYKNDRSXJZ236927,7312478703,273772548
1GYKNERS6LZ129530,7316161206,259513183
1GYKNERS9HZ211372,7311107261,280697596
1GYKNFRS1KZ218703,7316866130,276902670
1GYKNGRS0LZ193218,7302579163,278300575
1GYKPBRS3LZ100012,7316493450,267851020
1GYKPBRS8LZ100118,7308180291,269519298
1GYKPCRS5LZ232856,7309489817,280901987
1GYKPCRS9LZ105639,7315718152,251045283
1GYKPCRSXLZ181516,7302230977,279494326
1GYKPDRS0LZ232883,7316161169,280668247
1GYKPGRS6LZ133941,7303797302,280648621
1GYKPGRS9LZ103669,7309777455,248703718
1GYS3HKJ9KR109036,7304078528,215001318
1GYS3KKJ4LR116720,7304284848,273719317
1GYS4AEF0DR144370,7303566127,279128580
1GYS4BEF3CR316623,7311426397,269715845
1GYS4BEFXBR367812,7316972147,279785729
1GYS4DKJ0JR399011,7311306999,270855937
1GYS4DKJ2GR224171,7311261386,243093046
1GYS4GKJ1JR189941,7310280749,277628761
1GYS4JKJ3LR213558,7305917561,259854101
1GYS4NKJ9FR569153,7314508040,280474122
1HGCG56611A119769,7302254714,273527939
1HGCM55817A138973,7314808440,279550254
1HGCM563X4A092865,7315300037,257204813
1HGCM564X7A138305,7308182781,270591270
1HGCM56694A166593,7310961550,273833162
1HGCM56787A053702,7315203786,281685129
1HGCM56797A229169,7315305663,258284410
1HGCM82644A009657,7316287304,257204792
1HGCP25349A060511,7313254021,276472728
1HGCP26469A116536,7304592269,279025073
1HGCP26888A086487,7310403042,275894083
1HGCP26889A054575,7306186942,280776476
1HGCP2E84AA024219,7315105902,272935642
1HGCP2F33AA191139,7311539045,279407177
1HGCP2F34AA095861,7316087894,266734166
1HGCP2F38CA238524,7314113948,276543616
1HGCP2F60BA107760,7314083698,279405509
1HGCP2F61CA181738,7309534882,278659935
1HGCP2F64CA212562,7311793632,279494789
1HGCP2F67BA065846,7308805339,274551385
1HGCP2F86CA167786,7314367069,277541283
1HGCP2F87AA048268,7315734835,280857771
1HGCP36819A023318,7316433885,278713101
1HGCP36848A075752,7312758319,267400692
1HGCP36878A033706,7308002343,279272593
1HGCP36889A015720,7309765350,274482797
1HGCP3F85CA014872,7306317617,280911450
1HGCR2F30FA063491,7311476644,279617617
1HGCR2F32DA063392,7316527940,281596039
1HGCR2F36HA007011,7314591574,272510661
1HGCR2F36HA039554,7315791196,274396513
1HGCR2F36HA100028,7303667806,280468341
1HGCR2F36HA211565,7314508333,279095287
1HGCR2F37EA298274,7313915537,276779324
1HGCR2F37FA187192,7302893779,277675745
1HGCR2F37HA146323,7313010201,280686102
1HGCR2F37HA245465,7309323464,279440191
1HGCR2F3XEA265673,7316709959,280133284
1HGCR2F55EA249057,7307944459,278564880
1HGCR2F64GA036256,7309322965,280053192
1HGCR2F72DA034722,7307230300,272644305
1HGCR2F80DA106669,7312858722,281125790
1HGCR2F8XDA027803,7313665389,281383359
1HGCR3F80DA013978,7303054034,276283200
1HGCS128X8A005620,7316678220,277051656
1HGCS1B79BA000617,7314006741,280100609
1HGCT1B32FA012981,7315405143,281527056
1HGCT1B45GA011527,7316550424,281087077
1HGCT1B79HA007492,7316345864,278505435
1HGCV1F33JA187902,7316523990,281584407
1HGCV1F34JA197838,7305311428,270317036
1HGCV1F46JA110059,7309524741,281117979
1HGCV1F47KA055686,7316111968,280777779
1HGCV1F50LA092704,7303089453,277189482
1HGCV1F52JA089770,7316423130,279688756
1HGCV1F52JA238453,7315941369,278972430
1HGCV3F50JA016330,7315216482,281278776
1HGFA16569L008844,7314237918,281228876
1HGFA165X8L073775,7316239331,276278162
1HGFA16857L118923,7306595914,281653648
1HGFA16867L050485,7316800198,279552568
1HTKHPVK0LH198818,7309322326,263110109
1J4AA2D14AL154446,7311354854,264830583
1J4AA2D16BL503849,7311995192,281442346
1J4AA5D12BL518821,7305705428,278662062
1J4BA5H1XAL152698,7313582938,280580617
1J4FA39S32P752308,7316251299,275648183
1J4FA39S93P342288,7311431445,277654184
1J4FA54138L552233,7316005085,277628457
1J4FY19SXXP471999,7316677947,266494524
1J4GA59127L142101,7310714634,278524764
1J4GA59137L112962,7312859260,280110532
1J4GA64177L132578,7316404793,281619374
1J4GL48K74W125979,7316884666,276328217
1J4GL58K75W502706,7310948938,281072780
1J4GR48K15C597841,7316300503,274163930
1J4GR48K15C614315,7303704243,276866470
1J4GR48KX5C694553,7316320706,276212975
1J4GW48S73C506853,7311775358,278853085
1J4HA5H11BL576332,7312937906,279957245
1J4HA5H13BL561508,7311980304,280804061
